path,label,split
data\raw\oval\oval (9).jpg,oval,train
data\raw\oval\oval (564).jpg,oval,train
data\raw\oval\oval (460).jpg,oval,train
data\raw\oval\oval (181).jpg,oval,train
data\raw\oval\oval (119).jpg,oval,train
data\raw\oval\oval (974).jpg,oval,train
data\raw\oval\oval (382).jpg,oval,train
data\raw\oval\oval (629).jpg,oval,train
data\raw\oval\oval (740).jpg,oval,train
data\raw\oval\oval (65).jpg,oval,train
data\raw\oval\oval (558).jpg,oval,train
data\raw\oval\oval (921).jpg,oval,train
data\raw\oval\oval (273).jpg,oval,train
data\raw\oval\oval (655).jpg,oval,train
data\raw\oval\oval (630).jpg,oval,train
data\raw\oval\oval (848).jpg,oval,train
data\raw\oval\oval (820).jpg,oval,train
data\raw\oval\oval (327).jpg,oval,train
data\raw\oval\oval (484).jpg,oval,train
data\raw\oval\oval (452).jpg,oval,train
data\raw\oval\oval (842).jpg,oval,train
data\raw\oval\oval (144).jpg,oval,train
data\raw\oval\oval (188).jpg,oval,train
data\raw\oval\oval (228).jpg,oval,train
data\raw\oval\oval (326).jpg,oval,train
data\raw\oval\oval (804).jpg,oval,train
data\raw\oval\oval (860).jpg,oval,train
data\raw\oval\oval (926).jpg,oval,train
data\raw\oval\oval (817).jpg,oval,train
data\raw\oval\oval (962).jpg,oval,train
data\raw\oval\oval (843).jpg,oval,train
data\raw\oval\oval (196).jpg,oval,train
data\raw\oval\oval (785).jpg,oval,train
data\raw\oval\oval (890).jpg,oval,train
data\raw\oval\oval (802).jpg,oval,train
data\raw\oval\oval (218).jpg,oval,train
data\raw\oval\oval (466).jpg,oval,train
data\raw\oval\oval (928).jpg,oval,train
data\raw\oval\oval (392).jpg,oval,train
data\raw\oval\oval (387).jpg,oval,train
data\raw\oval\oval (960).jpg,oval,train
data\raw\oval\oval (411).jpg,oval,train
data\raw\oval\oval (286).jpg,oval,train
data\raw\oval\oval (908).jpg,oval,train
data\raw\oval\oval (544).jpg,oval,train
data\raw\oval\oval (481).jpg,oval,train
data\raw\oval\oval (970).jpg,oval,train
data\raw\oval\oval (758).jpg,oval,train
data\raw\oval\oval (153).jpg,oval,train
data\raw\oval\oval (165).jpg,oval,train
data\raw\oval\oval (516).jpg,oval,train
data\raw\oval\oval (372).jpg,oval,train
data\raw\oval\oval (93).jpg,oval,train
data\raw\oval\oval (323).jpg,oval,train
data\raw\oval\oval (543).jpg,oval,train
data\raw\oval\oval (377).jpg,oval,train
data\raw\oval\oval (365).jpg,oval,train
data\raw\oval\oval (852).jpg,oval,train
data\raw\oval\oval (910).jpg,oval,train
data\raw\oval\oval (82).jpg,oval,train
data\raw\oval\oval (668).jpg,oval,train
data\raw\oval\oval (953).jpg,oval,train
data\raw\oval\oval (625).jpg,oval,train
data\raw\oval\oval (292).jpg,oval,train
data\raw\oval\oval (342).jpg,oval,train
data\raw\oval\oval (63).jpg,oval,train
data\raw\oval\oval (14).jpg,oval,train
data\raw\oval\oval (173).jpg,oval,train
data\raw\oval\oval (124).jpg,oval,train
data\raw\oval\oval (893).jpg,oval,train
data\raw\oval\oval (618).jpg,oval,train
data\raw\oval\oval (409).jpg,oval,train
data\raw\oval\oval (806).jpg,oval,train
data\raw\oval\oval (674).jpg,oval,train
data\raw\oval\oval (256).jpg,oval,train
data\raw\oval\oval (805).jpg,oval,train
data\raw\oval\oval (633).jpg,oval,train
data\raw\oval\oval (644).jpg,oval,train
data\raw\oval\oval (253).jpg,oval,train
data\raw\oval\oval (69).jpg,oval,train
data\raw\oval\oval (950).jpg,oval,train
data\raw\oval\oval (184).jpg,oval,train
data\raw\oval\oval (590).jpg,oval,train
data\raw\oval\oval (862).jpg,oval,train
data\raw\oval\oval (378).jpg,oval,train
data\raw\oval\oval (675).jpg,oval,train
data\raw\oval\oval (728).jpg,oval,train
data\raw\oval\oval (831).jpg,oval,train
data\raw\oval\oval (72).jpg,oval,train
data\raw\oval\oval (936).jpg,oval,train
data\raw\oval\oval (28).jpg,oval,train
data\raw\oval\oval (329).jpg,oval,train
data\raw\oval\oval (856).jpg,oval,train
data\raw\oval\oval (36).jpg,oval,train
data\raw\oval\oval (861).jpg,oval,train
data\raw\oval\oval (417).jpg,oval,train
data\raw\oval\oval (305).jpg,oval,train
data\raw\oval\oval (396).jpg,oval,train
data\raw\oval\oval (247).jpg,oval,train
data\raw\oval\oval (25).jpg,oval,train
data\raw\oval\oval (379).jpg,oval,train
data\raw\oval\oval (239).jpg,oval,train
data\raw\oval\oval (787).jpg,oval,train
data\raw\oval\oval (875).jpg,oval,train
data\raw\oval\oval (149).jpg,oval,train
data\raw\oval\oval (561).jpg,oval,train
data\raw\oval\oval (498).jpg,oval,train
data\raw\oval\oval (739).jpg,oval,train
data\raw\oval\oval (904).jpg,oval,train
data\raw\oval\oval (64).jpg,oval,train
data\raw\oval\oval (689).jpg,oval,train
data\raw\oval\oval (907).jpg,oval,train
data\raw\oval\oval (216).jpg,oval,train
data\raw\oval\oval (415).jpg,oval,train
data\raw\oval\oval (575).jpg,oval,train
data\raw\oval\oval (528).jpg,oval,train
data\raw\oval\oval (803).jpg,oval,train
data\raw\oval\oval (729).jpg,oval,train
data\raw\oval\oval (690).jpg,oval,train
data\raw\oval\oval (390).jpg,oval,train
data\raw\oval\oval (213).jpg,oval,train
data\raw\oval\oval (772).jpg,oval,val
data\raw\oval\oval (963).jpg,oval,val
data\raw\oval\oval (476).jpg,oval,val
data\raw\oval\oval (477).jpg,oval,val
data\raw\oval\oval (946).jpg,oval,val
data\raw\oval\oval (906).jpg,oval,val
data\raw\oval\oval (92).jpg,oval,val
data\raw\oval\oval (383).jpg,oval,val
data\raw\oval\oval (159).jpg,oval,val
data\raw\oval\oval (178).jpg,oval,val
data\raw\oval\oval (779).jpg,oval,val
data\raw\oval\oval (217).jpg,oval,val
data\raw\oval\oval (606).jpg,oval,val
data\raw\oval\oval (529).jpg,oval,val
data\raw\oval\oval (438).jpg,oval,val
data\raw\oval\oval (626).jpg,oval,val
data\raw\oval\oval (941).jpg,oval,val
data\raw\oval\oval (948).jpg,oval,val
data\raw\oval\oval (790).jpg,oval,val
data\raw\oval\oval (553).jpg,oval,val
data\raw\oval\oval (316).jpg,oval,val
data\raw\oval\oval (226).jpg,oval,val
data\raw\oval\oval (283).jpg,oval,val
data\raw\oval\oval (98).jpg,oval,val
data\raw\oval\oval (304).jpg,oval,val
data\raw\oval\oval (567).jpg,oval,val
data\raw\oval\oval (922).jpg,oval,val
data\raw\oval\oval (259).jpg,oval,val
data\raw\oval\oval (687).jpg,oval,val
data\raw\oval\oval (744).jpg,oval,val
data\raw\oval\oval (763).jpg,oval,val
data\raw\oval\oval (754).jpg,oval,val
data\raw\oval\oval (243).jpg,oval,val
data\raw\oval\oval (375).jpg,oval,val
data\raw\oval\oval (366).jpg,oval,val
data\raw\oval\oval (599).jpg,oval,val
data\raw\oval\oval (605).jpg,oval,val
data\raw\oval\oval (158).jpg,oval,val
data\raw\oval\oval (752).jpg,oval,val
data\raw\oval\oval (418).jpg,oval,val
data\raw\oval\oval (713).jpg,oval,val
data\raw\oval\oval (393).jpg,oval,val
data\raw\oval\oval (727).jpg,oval,val
data\raw\oval\oval (179).jpg,oval,val
data\raw\oval\oval (508).jpg,oval,val
data\raw\oval\oval (756).jpg,oval,val
data\raw\oval\oval (257).jpg,oval,val
data\raw\oval\oval (514).jpg,oval,val
data\raw\oval\oval (166).jpg,oval,val
data\raw\oval\oval (902).jpg,oval,val
data\raw\oval\oval (210).jpg,oval,val
data\raw\oval\oval (894).jpg,oval,val
data\raw\oval\oval (550).jpg,oval,val
data\raw\oval\oval (738).jpg,oval,val
data\raw\oval\oval (881).jpg,oval,val
data\raw\oval\oval (662).jpg,oval,val
data\raw\oval\oval (296).jpg,oval,val
data\raw\oval\oval (844).jpg,oval,val
data\raw\oval\oval (747).jpg,oval,val
data\raw\oval\oval (338).jpg,oval,val
data\raw\oval\oval (34).jpg,oval,val
data\raw\oval\oval (206).jpg,oval,val
data\raw\oval\oval (616).jpg,oval,val
data\raw\oval\oval (935).jpg,oval,val
data\raw\oval\oval (576).jpg,oval,val
data\raw\oval\oval (969).jpg,oval,val
data\raw\oval\oval (27).jpg,oval,val
data\raw\oval\oval (777).jpg,oval,val
data\raw\oval\oval (121).jpg,oval,val
data\raw\oval\oval (202).jpg,oval,val
data\raw\oval\oval (328).jpg,oval,val
data\raw\oval\oval (355).jpg,oval,val
data\raw\oval\oval (698).jpg,oval,val
data\raw\oval\oval (388).jpg,oval,val
data\raw\oval\oval (89).jpg,oval,val
data\raw\oval\oval (810).jpg,oval,val
data\raw\oval\oval (587).jpg,oval,val
data\raw\oval\oval (224).jpg,oval,val
data\raw\oval\oval (627).jpg,oval,val
data\raw\oval\oval (169).jpg,oval,val
data\raw\oval\oval (839).jpg,oval,val
data\raw\oval\oval (440).jpg,oval,val
data\raw\oval\oval (44).jpg,oval,val
data\raw\oval\oval (512).jpg,oval,val
data\raw\oval\oval (821).jpg,oval,val
data\raw\oval\oval (24).jpg,oval,val
data\raw\oval\oval (656).jpg,oval,val
data\raw\oval\oval (128).jpg,oval,val
data\raw\oval\oval (620).jpg,oval,val
data\raw\oval\oval (451).jpg,oval,val
data\raw\oval\oval (431).jpg,oval,val
data\raw\oval\oval (436).jpg,oval,val
data\raw\oval\oval (693).jpg,oval,val
data\raw\oval\oval (315).jpg,oval,val
data\raw\oval\oval (16).jpg,oval,val
data\raw\oval\oval (214).jpg,oval,val
data\raw\oval\oval (13).jpg,oval,val
data\raw\oval\oval (501).jpg,oval,val
data\raw\oval\oval (723).jpg,oval,val
data\raw\oval\oval (659).jpg,oval,val
data\raw\oval\oval (23).jpg,oval,val
data\raw\oval\oval (126).jpg,oval,val
data\raw\oval\oval (245).jpg,oval,val
data\raw\oval\oval (724).jpg,oval,val
data\raw\oval\oval (79).jpg,oval,val
data\raw\oval\oval (571).jpg,oval,val
data\raw\oval\oval (433).jpg,oval,val
data\raw\oval\oval (472).jpg,oval,val
data\raw\oval\oval (686).jpg,oval,val
data\raw\oval\oval (717).jpg,oval,val
data\raw\oval\oval (167).jpg,oval,val
data\raw\oval\oval (150).jpg,oval,val
data\raw\oval\oval (895).jpg,oval,val
data\raw\oval\oval (976).jpg,oval,val
data\raw\oval\oval (351).jpg,oval,val
data\raw\oval\oval (5).jpg,oval,val
data\raw\oval\oval (957).jpg,oval,val
data\raw\oval\oval (956).jpg,oval,val
data\raw\oval\oval (858).jpg,oval,val
data\raw\oval\oval (137).jpg,oval,val
data\raw\oval\oval (51).jpg,oval,val
data\raw\oval\oval (421).jpg,oval,val
data\raw\oval\oval (507).jpg,oval,val
data\raw\oval\oval (734).jpg,oval,val
data\raw\oval\oval (251).jpg,oval,val
data\raw\oval\oval (491).jpg,oval,val
data\raw\oval\oval (76).jpg,oval,val
data\raw\oval\oval (654).jpg,oval,val
data\raw\oval\oval (509).jpg,oval,val
data\raw\oval\oval (380).jpg,oval,val
data\raw\oval\oval (370).jpg,oval,val
data\raw\oval\oval (707).jpg,oval,val
data\raw\oval\oval (40).jpg,oval,val
data\raw\oval\oval (995).jpg,oval,val
data\raw\oval\oval (193).jpg,oval,val
data\raw\oval\oval (394).jpg,oval,val
data\raw\oval\oval (898).jpg,oval,val
data\raw\oval\oval (600).jpg,oval,val
data\raw\oval\oval (264).jpg,oval,val
data\raw\oval\oval (653).jpg,oval,val
data\raw\oval\oval (495).jpg,oval,val
data\raw\oval\oval (170).jpg,oval,val
data\raw\oval\oval (49).jpg,oval,val
data\raw\oval\oval (988).jpg,oval,val
data\raw\oval\oval (174).jpg,oval,val
data\raw\oval\oval (837).jpg,oval,val
data\raw\oval\oval (344).jpg,oval,val
data\raw\oval\oval (577).jpg,oval,val
data\raw\oval\oval (833).jpg,oval,val
data\raw\oval\oval (873).jpg,oval,val
data\raw\oval\oval (557).jpg,oval,test
data\raw\oval\oval (736).jpg,oval,test
data\raw\oval\oval (556).jpg,oval,test
data\raw\oval\oval (952).jpg,oval,test
data\raw\oval\oval (410).jpg,oval,test
data\raw\oval\oval (454).jpg,oval,test
data\raw\oval\oval (503).jpg,oval,test
data\raw\oval\oval (784).jpg,oval,test
data\raw\oval\oval (467).jpg,oval,test
data\raw\oval\oval (500).jpg,oval,test
data\raw\oval\oval (437).jpg,oval,test
data\raw\oval\oval (835).jpg,oval,test
data\raw\oval\oval (212).jpg,oval,test
data\raw\oval\oval (35).jpg,oval,test
data\raw\oval\oval (403).jpg,oval,test
data\raw\oval\oval (702).jpg,oval,test
data\raw\oval\oval (979).jpg,oval,test
data\raw\oval\oval (818).jpg,oval,test
data\raw\oval\oval (930).jpg,oval,test
data\raw\oval\oval (361).jpg,oval,test
data\raw\oval\oval (274).jpg,oval,test
data\raw\oval\oval (695).jpg,oval,test
data\raw\oval\oval (793).jpg,oval,test
data\raw\oval\oval (899).jpg,oval,test
data\raw\oval\oval (996).jpg,oval,test
data\raw\oval\oval (534).jpg,oval,test
data\raw\oval\oval (6).jpg,oval,test
data\raw\oval\oval (85).jpg,oval,test
data\raw\oval\oval (465).jpg,oval,test
data\raw\oval\oval (964).jpg,oval,test
data\raw\oval\oval (384).jpg,oval,test
data\raw\oval\oval (39).jpg,oval,test
data\raw\oval\oval (136).jpg,oval,test
data\raw\oval\oval (282).jpg,oval,test
data\raw\oval\oval (828).jpg,oval,test
data\raw\oval\oval (937).jpg,oval,test
data\raw\oval\oval (284).jpg,oval,test
data\raw\oval\oval (369).jpg,oval,test
data\raw\oval\oval (131).jpg,oval,test
data\raw\oval\oval (973).jpg,oval,test
data\raw\oval\oval (983).jpg,oval,test
data\raw\oval\oval (759).jpg,oval,test
data\raw\oval\oval (972).jpg,oval,test
data\raw\oval\oval (222).jpg,oval,test
data\raw\oval\oval (846).jpg,oval,test
data\raw\oval\oval (266).jpg,oval,test
data\raw\oval\oval (680).jpg,oval,test
data\raw\oval\oval (54).jpg,oval,test
data\raw\oval\oval (74).jpg,oval,test
data\raw\oval\oval (526).jpg,oval,test
data\raw\oval\oval (73).jpg,oval,test
data\raw\oval\oval (816).jpg,oval,test
data\raw\oval\oval (864).jpg,oval,test
data\raw\oval\oval (26).jpg,oval,test
data\raw\oval\oval (691).jpg,oval,test
data\raw\oval\oval (849).jpg,oval,test
data\raw\oval\oval (41).jpg,oval,test
data\raw\oval\oval (601).jpg,oval,test
data\raw\oval\oval (422).jpg,oval,test
data\raw\oval\oval (139).jpg,oval,test
data\raw\oval\oval (220).jpg,oval,test
data\raw\oval\oval (404).jpg,oval,test
data\raw\oval\oval (796).jpg,oval,test
data\raw\oval\oval (776).jpg,oval,test
data\raw\oval\oval (634).jpg,oval,test
data\raw\oval\oval (81).jpg,oval,test
data\raw\oval\oval (194).jpg,oval,test
data\raw\oval\oval (678).jpg,oval,test
data\raw\oval\oval (703).jpg,oval,test
data\raw\oval\oval (774).jpg,oval,test
data\raw\oval\oval (955).jpg,oval,test
data\raw\oval\oval (416).jpg,oval,test
data\raw\oval\oval (947).jpg,oval,test
data\raw\oval\oval (825).jpg,oval,test
data\raw\oval\oval (427).jpg,oval,test
data\raw\oval\oval (966).jpg,oval,test
data\raw\oval\oval (788).jpg,oval,test
data\raw\oval\oval (331).jpg,oval,test
data\raw\oval\oval (442).jpg,oval,test
data\raw\oval\oval (455).jpg,oval,test
data\raw\oval\oval (684).jpg,oval,test
data\raw\oval\oval (138).jpg,oval,test
data\raw\oval\oval (531).jpg,oval,test
data\raw\oval\oval (903).jpg,oval,test
data\raw\oval\oval (458).jpg,oval,test
data\raw\oval\oval (116).jpg,oval,test
data\raw\oval\oval (609).jpg,oval,test
data\raw\oval\oval (944).jpg,oval,test
data\raw\oval\oval (823).jpg,oval,test
data\raw\oval\oval (566).jpg,oval,test
data\raw\oval\oval (60).jpg,oval,test
data\raw\oval\oval (583).jpg,oval,test
data\raw\oval\oval (160).jpg,oval,test
data\raw\oval\oval (430).jpg,oval,test
data\raw\oval\oval (581).jpg,oval,test
data\raw\oval\oval (177).jpg,oval,test
data\raw\oval\oval (714).jpg,oval,test
data\raw\oval\oval (710).jpg,oval,test
data\raw\oval\oval (270).jpg,oval,test
data\raw\oval\oval (482).jpg,oval,test
data\raw\oval\oval (624).jpg,oval,test
data\raw\oval\oval (32).jpg,oval,test
data\raw\oval\oval (423).jpg,oval,test
data\raw\oval\oval (665).jpg,oval,test
data\raw\oval\oval (10).jpg,oval,test
data\raw\oval\oval (494).jpg,oval,test
data\raw\oval\oval (367).jpg,oval,test
data\raw\oval\oval (230).jpg,oval,test
data\raw\oval\oval (760).jpg,oval,test
data\raw\oval\oval (320).jpg,oval,test
data\raw\oval\oval (628).jpg,oval,test
data\raw\oval\oval (573).jpg,oval,test
data\raw\oval\oval (681).jpg,oval,test
data\raw\oval\oval (112).jpg,oval,test
data\raw\oval\oval (592).jpg,oval,test
data\raw\oval\oval (649).jpg,oval,test
data\raw\oval\oval (559).jpg,oval,test
data\raw\oval\oval (932).jpg,oval,test
data\raw\oval\oval (87).jpg,oval,test
data\raw\oval\oval (984).jpg,oval,test
data\raw\oval\oval (156).jpg,oval,test
data\raw\oval\oval (52).jpg,oval,test
data\raw\oval\oval (672).jpg,oval,train
data\raw\oval\oval (83).jpg,oval,test
data\raw\oval\oval (688).jpg,oval,test
data\raw\oval\oval (485).jpg,oval,test
data\raw\oval\oval (318).jpg,oval,test
data\raw\oval\oval (141).jpg,oval,test
data\raw\oval\oval (21).jpg,oval,test
data\raw\oval\oval (376).jpg,oval,test
data\raw\oval\oval (317).jpg,oval,test
data\raw\oval\oval (364).jpg,oval,test
data\raw\oval\oval (813).jpg,oval,test
data\raw\oval\oval (20).jpg,oval,test
data\raw\oval\oval (489).jpg,oval,test
data\raw\oval\oval (585).jpg,oval,test
data\raw\oval\oval (66).jpg,oval,test
data\raw\oval\oval (769).jpg,oval,test
data\raw\oval\oval (965).jpg,oval,test
data\raw\oval\oval (603).jpg,oval,test
data\raw\oval\oval (236).jpg,oval,test
data\raw\oval\oval (869).jpg,oval,test
data\raw\oval\oval (297).jpg,oval,test
data\raw\oval\oval (334).jpg,oval,test
data\raw\oval\oval (115).jpg,oval,test
data\raw\oval\oval (171).jpg,oval,test
data\raw\oval\oval (933).jpg,oval,test
data\raw\oval\oval (102).jpg,oval,test
data\raw\oval\oval (666).jpg,oval,test
data\raw\oval\oval (511).jpg,oval,test
data\raw\round\round (862).jpg,round,train
data\raw\round\round (641).jpg,round,train
data\raw\round\round (265).jpg,round,train
data\raw\round\round (209).jpg,round,train
data\raw\round\round (273).jpg,round,train
data\raw\round\round (295).jpg,round,train
data\raw\round\round (82).jpg,round,train
data\raw\round\round (865).jpg,round,train
data\raw\round\round (883).jpg,round,train
data\raw\round\round (553).jpg,round,train
data\raw\round\round (595).jpg,round,train
data\raw\round\round (885).jpg,round,train
data\raw\round\round (108).jpg,round,train
data\raw\round\round (723).jpg,round,train
data\raw\round\round (482).jpg,round,train
data\raw\round\round (828).jpg,round,train
data\raw\round\round (684).jpg,round,train
data\raw\round\round (952).jpg,round,train
data\raw\round\round (377).jpg,round,train
data\raw\round\round (441).jpg,round,train
data\raw\round\round (21).jpg,round,train
data\raw\round\round (356).jpg,round,train
data\raw\round\round (504).jpg,round,train
data\raw\round\round (642).jpg,round,train
data\raw\round\round (626).jpg,round,train
data\raw\round\round (541).jpg,round,train
data\raw\round\round (705).jpg,round,train
data\raw\round\round (855).jpg,round,train
data\raw\round\round (292).jpg,round,train
data\raw\round\round (42).jpg,round,train
data\raw\round\round (631).jpg,round,train
data\raw\round\round (353).jpg,round,train
data\raw\round\round (185).jpg,round,train
data\raw\round\round (18).jpg,round,train
data\raw\round\round (369).jpg,round,train
data\raw\round\round (277).jpg,round,train
data\raw\round\round (776).jpg,round,train
data\raw\round\round (655).jpg,round,train
data\raw\round\round (433).jpg,round,train
data\raw\round\round (510).jpg,round,train
data\raw\round\round (937).jpg,round,train
data\raw\round\round (665).jpg,round,train
data\raw\round\round (423).jpg,round,train
data\raw\round\round (66).jpg,round,train
data\raw\round\round (874).jpg,round,train
data\raw\round\round (241).jpg,round,train
data\raw\round\round (879).jpg,round,train
data\raw\round\round (666).jpg,round,train
data\raw\round\round (151).jpg,round,train
data\raw\round\round (757).jpg,round,train
data\raw\round\round (913).jpg,round,train
data\raw\round\round (864).jpg,round,train
data\raw\round\round (234).jpg,round,train
data\raw\round\round (912).jpg,round,train
data\raw\round\round (272).jpg,round,train
data\raw\round\round (208).jpg,round,train
data\raw\round\round (993).jpg,round,train
data\raw\round\round (470).jpg,round,train
data\raw\round\round (554).jpg,round,train
data\raw\round\round (342).jpg,round,train
data\raw\round\round (262).jpg,round,train
data\raw\round\round (545).jpg,round,train
data\raw\round\round (149).jpg,round,train
data\raw\round\round (630).jpg,round,train
data\raw\round\round (144).jpg,round,train
data\raw\round\round (429).jpg,round,train
data\raw\round\round (477).jpg,round,train
data\raw\round\round (758).jpg,round,train
data\raw\round\round (817).jpg,round,train
data\raw\round\round (303).jpg,round,train
data\raw\round\round (562).jpg,round,train
data\raw\round\round (260).jpg,round,train
data\raw\round\round (924).jpg,round,train
data\raw\round\round (20).jpg,round,train
data\raw\round\round (269).jpg,round,train
data\raw\round\round (134).jpg,round,train
data\raw\round\round (200).jpg,round,train
data\raw\round\round (837).jpg,round,train
data\raw\round\round (240).jpg,round,train
data\raw\round\round (285).jpg,round,train
data\raw\round\round (146).jpg,round,train
data\raw\round\round (314).jpg,round,train
data\raw\round\round (653).jpg,round,train
data\raw\round\round (492).jpg,round,train
data\raw\round\round (115).jpg,round,train
data\raw\round\round (948).jpg,round,train
data\raw\round\round (319).jpg,round,train
data\raw\round\round (951).jpg,round,train
data\raw\round\round (582).jpg,round,train
data\raw\round\round (428).jpg,round,train
data\raw\round\round (49).jpg,round,train
data\raw\round\round (78).jpg,round,train
data\raw\round\round (748).jpg,round,train
data\raw\round\round (198).jpg,round,train
data\raw\round\round (183).jpg,round,train
data\raw\round\round (23).jpg,round,train
data\raw\round\round (936).jpg,round,train
data\raw\round\round (493).jpg,round,train
data\raw\round\round (450).jpg,round,train
data\raw\round\round (210).jpg,round,train
data\raw\round\round (290).jpg,round,train
data\raw\round\round (529).jpg,round,train
data\raw\round\round (476).jpg,round,train
data\raw\round\round (244).jpg,round,train
data\raw\round\round (735).jpg,round,train
data\raw\round\round (431).jpg,round,train
data\raw\round\round (420).jpg,round,train
data\raw\round\round (516).jpg,round,train
data\raw\round\round (104).jpg,round,train
data\raw\round\round (71).jpg,round,train
data\raw\round\round (157).jpg,round,train
data\raw\round\round (738).jpg,round,train
data\raw\round\round (602).jpg,round,train
data\raw\round\round (873).jpg,round,train
data\raw\round\round (488).jpg,round,train
data\raw\round\round (258).jpg,round,train
data\raw\round\round (919).jpg,round,train
data\raw\round\round (276).jpg,round,train
data\raw\round\round (385).jpg,round,train
data\raw\round\round (405).jpg,round,train
data\raw\round\round (953).jpg,round,train
data\raw\round\round (983).jpg,round,train
data\raw\round\round (834).jpg,round,train
data\raw\round\round (216).jpg,round,train
data\raw\round\round (616).jpg,round,train
data\raw\round\round (358).jpg,round,train
data\raw\round\round (286).jpg,round,train
data\raw\round\round (941).jpg,round,train
data\raw\round\round (996).jpg,round,train
data\raw\round\round (715).jpg,round,train
data\raw\round\round (546).jpg,round,train
data\raw\round\round (371).jpg,round,train
data\raw\round\round (393).jpg,round,train
data\raw\round\round (298).jpg,round,train
data\raw\round\round (218).jpg,round,train
data\raw\round\round (551).jpg,round,train
data\raw\round\round (708).jpg,round,train
data\raw\round\round (135).jpg,round,train
data\raw\round\round (100).jpg,round,train
data\raw\round\round (316).jpg,round,train
data\raw\round\round (381).jpg,round,train
data\raw\round\round (44).jpg,round,train
data\raw\round\round (645).jpg,round,train
data\raw\round\round (408).jpg,round,train
data\raw\round\round (297).jpg,round,train
data\raw\round\round (578).jpg,round,train
data\raw\round\round (598).jpg,round,train
data\raw\round\round (94).jpg,round,train
data\raw\round\round (118).jpg,round,train
data\raw\round\round (154).jpg,round,train
data\raw\round\round (110).jpg,round,train
data\raw\round\round (822).jpg,round,train
data\raw\round\round (329).jpg,round,train
data\raw\round\round (658).jpg,round,train
data\raw\round\round (945).jpg,round,train
data\raw\round\round (407).jpg,round,train
data\raw\round\round (731).jpg,round,train
data\raw\round\round (173).jpg,round,train
data\raw\round\round (334).jpg,round,train
data\raw\round\round (839).jpg,round,train
data\raw\round\round (299).jpg,round,train
data\raw\round\round (365).jpg,round,train
data\raw\round\round (116).jpg,round,train
data\raw\round\round (17).jpg,round,train
data\raw\round\round (739).jpg,round,train
data\raw\round\round (624).jpg,round,train
data\raw\round\round (36).jpg,round,train
data\raw\round\round (677).jpg,round,train
data\raw\round\round (250).jpg,round,train
data\raw\round\round (586).jpg,round,train
data\raw\round\round (692).jpg,round,train
data\raw\round\round (312).jpg,round,train
data\raw\round\round (190).jpg,round,train
data\raw\round\round (469).jpg,round,train
data\raw\round\round (194).jpg,round,train
data\raw\round\round (573).jpg,round,train
data\raw\round\round (505).jpg,round,train
data\raw\round\round (338).jpg,round,train
data\raw\round\round (214).jpg,round,train
data\raw\round\round (19).jpg,round,train
data\raw\round\round (519).jpg,round,train
data\raw\round\round (651).jpg,round,train
data\raw\round\round (148).jpg,round,train
data\raw\round\round (395).jpg,round,train
data\raw\round\round (490).jpg,round,train
data\raw\round\round (915).jpg,round,train
data\raw\round\round (412).jpg,round,train
data\raw\round\round (672).jpg,round,train
data\raw\round\round (317).jpg,round,train
data\raw\round\round (57).jpg,round,train
data\raw\round\round (328).jpg,round,train
data\raw\round\round (255).jpg,round,train
data\raw\round\round (711).jpg,round,train
data\raw\round\round (785).jpg,round,train
data\raw\round\round (47).jpg,round,train
data\raw\round\round (397).jpg,round,train
data\raw\round\round (535).jpg,round,train
data\raw\round\round (90).jpg,round,train
data\raw\round\round (743).jpg,round,train
data\raw\round\round (181).jpg,round,train
data\raw\round\round (1000).jpg,round,train
data\raw\round\round (967).jpg,round,train
data\raw\round\round (114).jpg,round,train
data\raw\round\round (842).jpg,round,train
data\raw\round\round (923).jpg,round,train
data\raw\round\round (695).jpg,round,train
data\raw\round\round (531).jpg,round,train
data\raw\round\round (123).jpg,round,train
data\raw\round\round (679).jpg,round,train
data\raw\round\round (732).jpg,round,train
data\raw\round\round (737).jpg,round,train
data\raw\round\round (689).jpg,round,train
data\raw\round\round (726).jpg,round,train
data\raw\round\round (11).jpg,round,train
data\raw\round\round (313).jpg,round,train
data\raw\round\round (674).jpg,round,train
data\raw\round\round (650).jpg,round,train
data\raw\round\round (588).jpg,round,train
data\raw\round\round (363).jpg,round,train
data\raw\round\round (215).jpg,round,train
data\raw\round\round (528).jpg,round,train
data\raw\round\round (217).jpg,round,train
data\raw\round\round (709).jpg,round,train
data\raw\round\round (331).jpg,round,train
data\raw\round\round (473).jpg,round,train
data\raw\round\round (610).jpg,round,train
data\raw\round\round (502).jpg,round,train
data\raw\round\round (603).jpg,round,train
data\raw\round\round (721).jpg,round,train
data\raw\round\round (962).jpg,round,train
data\raw\round\round (278).jpg,round,train
data\raw\round\round (427).jpg,round,train
data\raw\round\round (238).jpg,round,train
data\raw\round\round (898).jpg,round,train
data\raw\round\round (628).jpg,round,train
data\raw\round\round (341).jpg,round,train
data\raw\round\round (439).jpg,round,train
data\raw\round\round (315).jpg,round,train
data\raw\round\round (604).jpg,round,train
data\raw\round\round (759).jpg,round,train
data\raw\round\round (340).jpg,round,train
data\raw\round\round (542).jpg,round,train
data\raw\round\round (730).jpg,round,train
data\raw\round\round (368).jpg,round,train
data\raw\round\round (383).jpg,round,train
data\raw\round\round (332).jpg,round,train
data\raw\round\round (773).jpg,round,train
data\raw\round\round (907).jpg,round,train
data\raw\round\round (266).jpg,round,train
